IPI,brain TSCs (Not Phosphorylated),brownfat TSCs (Not Phosphorylated),heart TSCs (Not Phosphorylated),kidney TSCs (Not Phosphorylated),liver TSCs (Not Phosphorylated),lung TSCs (Not Phosphorylated),pancreas TSCs (Not Phosphorylated),spleen TSCs (Not Phosphorylated),testis TSCs (Not Phosphorylated),normalized_brain_TSC,normalized_brownfat_TSC,normalized_heart_TSC,normalized_kidney_TSC,normalized_liver_TSC,normalized_lung_TSC,normalized_pancreas_TSC,normalized_spleen_TSC,normalized_testis_TSC,CV
IPI00113241,23,20,14,26,28,23,51,16,34,97872.34042553192,85106.3829787234,59574.46808510638,110638.29787234042,119148.93617021276,97872.34042553192,217021.27659574468,68085.10638297873,144680.8510638298,42.62
IPI00318492,15,12,14,21,22,34,67,41,21,60728.74493927125,48582.995951417004,56680.161943319836,85020.24291497975,89068.82591093116,137651.82186234818,271255.06072874495,165991.9028340081,85020.24291497975,64.13
IPI00323819,9,5,8,12,12,13,96,15,13,49180.32786885246,27322.4043715847,43715.84699453552,65573.77049180328,65573.77049180328,71038.25136612021,524590.1639344263,81967.2131147541,71038.25136612021,140.36
IPI00132950,6,6,3,9,10,6,20,8,7,80000.0,80000.0,40000.0,120000.0,133333.33333333334,80000.0,266666.6666666667,106666.66666666667,93333.33333333334,57.86
IPI00131357,3,8,5,15,21,19,108,33,13,13333.333333333334,35555.555555555555,22222.222222222223,66666.66666666667,93333.33333333334,84444.44444444445,480000.0,146666.66666666666,57777.777777777774,129.78
IPI00402981,4,6,2,14,23,12,36,26,7,30769.23076923077,46153.846153846156,15384.615384615385,107692.3076923077,176923.07692307694,92307.69230769231,276923.07692307694,200000.0,53846.15384615385,80.0
IPI00134599,36,40,56,69,60,92,144,79,29,59504.13223140496,66115.70247933884,92561.98347107437,114049.5867768595,99173.55371900827,152066.11570247932,238016.52892561984,130578.51239669422,47933.884297520664,52.61
IPI00331345,16,18,28,26,33,29,68,61,15,54421.76870748299,61224.489795918365,95238.09523809524,88435.37414965987,112244.89795918367,98639.45578231293,231292.51700680272,207482.9931972789,51020.40816326531,58.64
IPI00331092,21,23,31,45,40,32,81,52,17,61403.508771929824,67251.46198830409,90643.27485380117,131578.94736842104,116959.06432748538,93567.2514619883,236842.1052631579,152046.78362573098,49707.602339181285,52.12
IPI00125521,6,13,11,29,26,22,67,34,19,26431.718061674008,57268.72246696035,48458.149779735686,127753.30396475771,114537.4449339207,96916.29955947137,295154.1850220265,149779.7356828194,83700.44052863435,71.58
IPI00857345,3,4,3,5,4,4,20,9,5,52631.57894736842,70175.43859649122,52631.57894736842,87719.29824561403,70175.43859649122,70175.43859649122,350877.1929824561,157894.73684210525,87719.29824561403,85.76
IPI00114332,21,4,4,14,5,30,2,26,10,181034.4827586207,34482.75862068965,34482.75862068965,120689.6551724138,43103.44827586207,258620.68965517243,17241.379310344826,224137.93103448275,86206.89655172414,81.32
IPI00136984,12,19,11,35,42,39,92,57,33,35294.117647058825,55882.352941176476,32352.94117647059,102941.17647058822,123529.41176470589,114705.88235294117,270588.23529411765,167647.0588235294,97058.82352941176,66.79
IPI00420726,11,18,11,18,29,32,81,56,20,39855.07246376811,65217.391304347824,39855.07246376811,65217.391304347824,105072.46376811594,115942.02898550725,293478.26086956525,202898.5507246377,72463.76811594203,76.37
IPI00170249,20,2,6,1,4,10,7,5,9,312500.0,31250.0,93750.0,15625.0,62500.0,156250.0,109375.0,78125.0,140625.0,79.69
IPI00123602,9,1,2,3,1,11,4,9,9,183673.46938775512,20408.16326530612,40816.32653061224,61224.489795918365,20408.16326530612,224489.79591836734,81632.65306122448,183673.46938775512,183673.46938775512,73.53
IPI00229392,5,1,3,10,3,5,2,6,4,128205.12820512819,25641.02564102564,76923.07692307692,256410.25641025638,76923.07692307692,128205.12820512819,51282.05128205128,153846.15384615384,102564.10256410256,61.06
IPI00468702,6,8,3,8,1,8,2,8,4,125000.0,166666.66666666666,62500.0,166666.66666666666,20833.333333333332,166666.66666666666,41666.666666666664,166666.66666666666,83333.33333333333,53.86
IPI00114594,4,10,13,6,4,48,1,2,3,43956.04395604396,109890.10989010989,142857.14285714284,65934.06593406593,43956.04395604396,527472.5274725275,10989.01098901099,21978.02197802198,32967.03296703297,145.64
IPI00323822,19,9,16,23,8,36,3,11,12,138686.13138686132,65693.4306569343,116788.3211678832,167883.2116788321,58394.1605839416,262773.7226277372,21897.810218978102,80291.9708029197,87591.24087591241,64.68
IPI00121149,6,71,42,98,286,189,523,85,59,4415.0110375275935,52244.29727740986,30905.077262693158,72111.84694628403,210448.859455482,139072.8476821192,384841.79543782194,62545.989698307574,43414.27520235467,108.06
IPI00331321,14,8,26,14,13,67,6,33,10,73298.42931937172,41884.8167539267,136125.6544502618,73298.42931937172,68062.8272251309,350785.3403141361,31413.612565445026,172774.86910994764,52356.02094240837,90.66
IPI00395193,137,1,6,4,1,3,1,1,10,835365.8536585366,6097.5609756097565,36585.365853658535,24390.243902439026,6097.5609756097565,18292.682926829268,6097.5609756097565,6097.5609756097565,60975.60975609756,245.0
IPI00112948,8,1,2,6,1,2,2,3,3,285714.2857142857,35714.28571428571,71428.57142857142,214285.71428571426,35714.28571428571,71428.57142857142,71428.57142857142,107142.85714285713,107142.85714285713,76.14
IPI00470981,131,6,9,15,7,12,5,8,9,648514.8514851485,29702.9702970297,44554.455445544554,74257.42574257425,34653.46534653466,59405.9405940594,24752.475247524755,39603.960396039605,44554.455445544554,181.89
IPI00469392,330,38,88,36,25,91,17,63,101,418250.95057034225,48162.230671736375,111533.58681875793,45627.37642585552,31685.678073510775,115335.86818757921,21546.26108998733,79847.90874524716,128010.13941698353,109.4
IPI00320716,8,17,38,13,11,2,1,5,2,82474.22680412371,175257.7319587629,391752.57731958764,134020.61855670103,113402.06185567011,20618.556701030928,10309.278350515464,51546.391752577314,20618.556701030928,107.58
IPI00133985,7,5,1,8,4,12,2,38,51,54687.5,39062.5,7812.5,62500.0,31250.0,93750.0,15625.0,296875.0,398437.5,124.98
IPI00123557,8,4,4,8,2,10,5,38,41,66666.66666666667,33333.333333333336,33333.333333333336,66666.66666666667,16666.666666666668,83333.33333333333,41666.666666666664,316666.6666666666,341666.6666666667,112.94
IPI00132659,5,1,3,1,4,4,5,4,6,151515.15151515152,30303.030303030304,90909.09090909091,30303.030303030304,121212.12121212122,121212.12121212122,151515.15151515152,121212.12121212122,181818.18181818182,47.24
IPI00222555,1,6,6,6,4,3,1,2,5,29411.764705882353,176470.58823529413,176470.58823529413,176470.58823529413,117647.05882352941,88235.29411764706,29411.764705882353,58823.529411764706,147058.82352941178,55.8
IPI00109221,21,30,23,26,24,33,22,37,18,89743.58974358975,128205.12820512819,98290.59829059828,111111.11111111111,102564.10256410256,141025.64102564103,94017.09401709402,158119.65811965812,76923.07692307692,23.71
IPI00124120,121,2,26,3,8,5,1,12,3,668508.2872928176,11049.723756906076,143646.408839779,16574.585635359115,44198.895027624305,27624.309392265193,5524.861878453038,66298.34254143646,16574.585635359115,192.04
IPI00129105,24,7,7,16,10,31,14,33,48,126315.78947368421,36842.10526315789,36842.10526315789,84210.52631578947,52631.57894736842,163157.8947368421,73684.21052631579,173684.21052631582,252631.57894736843,66.33
IPI00120095,2,19,8,14,24,105,5,112,15,6578.9473684210525,62500.0,26315.78947368421,46052.63157894737,78947.36842105263,345394.7368421053,16447.36842105263,368421.05263157893,49342.10526315789,127.13
IPI00221608,1,47,47,36,8,9,5,12,16,5524.861878453038,259668.50828729282,259668.50828729282,198895.02762430938,44198.895027624305,49723.756906077346,27624.309392265193,66298.34254143646,88397.79005524861,90.41
IPI00380742,6,7,14,5,19,15,4,32,16,50847.457627118645,59322.03389830509,118644.06779661018,42372.8813559322,161016.94915254237,127118.6440677966,33898.30508474576,271186.4406779661,135593.22033898305,68.27
IPI00122858,27,23,31,19,32,47,31,45,69,83333.33333333333,70987.65432098765,95679.012345679,58641.97530864197,98765.43209876542,145061.72839506174,95679.012345679,138888.8888888889,212962.96296296298,42.76
IPI00115644,22,16,22,22,32,32,36,27,29,92436.97478991597,67226.89075630251,92436.97478991597,92436.97478991597,134453.78151260503,134453.78151260503,151260.50420168065,113445.3781512605,121848.73949579832,24.22
IPI00132397,19,11,12,24,40,10,19,14,20,112426.03550295859,65088.757396449706,71005.91715976331,142011.83431952662,236686.39053254438,59171.597633136094,112426.03550295859,82840.23668639053,118343.19526627219,49.3
IPI00225307,26,12,10,14,23,35,69,36,32,101167.31517509728,46692.607003891055,38910.505836575874,54474.70817120623,89494.16342412452,136186.77042801556,268482.49027237354,140077.82101167316,124513.6186770428,63.28
IPI00458854,21,11,25,22,22,28,17,54,61,80459.77011494253,42145.593869731805,95785.44061302682,84291.18773946361,84291.18773946361,107279.69348659004,65134.099616858235,206896.55172413794,233716.47509578546,58.42
IPI00136151,16,3,8,14,13,17,9,14,11,152380.9523809524,28571.42857142857,76190.4761904762,133333.33333333334,123809.52380952382,161904.76190476192,85714.28571428571,133333.33333333334,104761.90476190476,37.85
IPI00278804,36,1,3,8,9,10,4,4,13,409090.9090909091,11363.636363636364,34090.90909090909,90909.09090909091,102272.72727272728,113636.36363636363,45454.545454545456,45454.545454545456,147727.27272727274,107.97
IPI00319121,1,1,3,8,1,3,3,5,6,32258.06451612903,32258.06451612903,96774.19354838709,258064.51612903224,32258.06451612903,96774.19354838709,96774.19354838709,161290.32258064515,193548.38709677418,71.28
IPI00132604,11,1,3,10,3,6,4,8,6,211538.46153846153,19230.76923076923,57692.307692307695,192307.6923076923,57692.307692307695,115384.61538461539,76923.07692307692,153846.15384615384,115384.61538461539,58.55
IPI00127447,8,16,9,10,12,23,2,16,5,79207.92079207921,158415.84158415842,89108.91089108911,99009.90099009902,118811.8811881188,227722.77227722772,19801.980198019803,158415.84158415842,49504.95049504951,56.84
IPI00224219,8,12,9,17,25,20,34,26,33,43478.260869565216,65217.391304347824,48913.04347826087,92391.30434782608,135869.5652173913,108695.65217391304,184782.60869565216,141304.34782608695,179347.8260869565,47.74
IPI00228218,3,1,2,22,13,4,7,19,5,39473.68421052631,13157.894736842105,26315.78947368421,289473.68421052635,171052.63157894736,52631.57894736842,92105.26315789473,250000.0,65789.47368421052,91.37
IPI00134131,22,44,39,50,234,32,9,12,27,46908.31556503198,93816.63113006396,83155.65031982942,106609.80810234541,498933.9019189765,68230.27718550107,19189.765458422175,25586.3539445629,57569.296375266524,133.53
IPI00108371,1,5,2,29,26,11,6,25,8,8849.557522123894,44247.78761061947,17699.11504424779,256637.16814159293,230088.49557522123,97345.13274336283,53097.345132743365,221238.93805309734,70796.46017699115,87.89
IPI00129388,1,3,6,9,7,15,24,17,72,6493.506493506494,19480.51948051948,38961.03896103896,58441.55844155844,45454.545454545456,97402.59740259741,155844.15584415584,110389.61038961039,467532.4675324675,127.62
IPI00121931,1,1,5,29,16,5,13,6,25,9900.990099009901,9900.990099009901,49504.95049504951,287128.71287128713,158415.84158415842,49504.95049504951,128712.87128712871,59405.9405940594,247524.75247524751,91.61
IPI00462855,8,9,3,9,8,17,15,16,26,72072.07207207207,81081.08108108108,27027.02702702703,81081.08108108108,72072.07207207207,153153.15315315314,135135.13513513515,144144.14414414414,234234.23423423423,55.59
IPI00120024,4,2,1,4,3,3,8,11,6,95238.09523809524,47619.04761904762,23809.52380952381,95238.09523809524,71428.57142857142,71428.57142857142,190476.19047619047,261904.76190476192,142857.14285714284,67.76
IPI00227669,7,2,6,1,5,10,28,8,17,83333.33333333333,23809.52380952381,71428.57142857142,11904.761904761905,59523.80952380952,119047.61904761904,333333.3333333333,95238.09523809524,202380.9523809524,90.28
IPI00227657,6,1,2,9,25,11,45,24,30,39215.686274509804,6535.9477124183,13071.8954248366,58823.529411764706,163398.69281045752,71895.4248366013,294117.64705882355,156862.74509803922,196078.431372549,87.45
IPI00230351,126,368,425,302,150,92,61,76,117,73383.80896913221,214327.31508444963,247524.75247524751,175888.1770529994,87361.677344205,53581.82877111241,35527.0821199767,44263.2498543972,68142.10832847991,71.71
IPI00338536,43,69,98,65,44,25,12,20,20,108585.85858585859,174242.42424242425,247474.74747474748,164141.41414141413,111111.11111111111,63131.31313131314,30303.030303030304,50505.0505050505,50505.0505050505,64.88
IPI00319111,20,69,72,47,24,5,11,12,10,74074.07407407407,255555.55555555553,266666.6666666667,174074.07407407407,88888.88888888889,18518.51851851852,40740.740740740745,44444.444444444445,37037.03703703704,86.76
IPI00187452,7,11,7,8,5,2,2,1,5,145833.33333333334,229166.66666666666,145833.33333333334,166666.66666666666,104166.66666666667,41666.666666666664,41666.666666666664,20833.333333333332,104166.66666666667,61.48
IPI00135660,1,45,42,2,2,63,3,15,2,5714.285714285715,257142.85714285713,240000.0,11428.57142857143,11428.57142857143,360000.0,17142.857142857145,85714.28571428571,11428.57142857143,123.35
IPI00226521,18,16,15,12,5,3,4,6,14,193548.38709677418,172043.0107526882,161290.32258064515,129032.25806451612,53763.44086021506,32258.06451612903,43010.75268817205,64516.12903225806,150537.63440860214,56.22
IPI00420841,1,5,5,11,21,12,12,13,18,10204.08163265306,51020.40816326531,51020.40816326531,112244.89795918367,214285.71428571426,122448.97959183673,122448.97959183673,132653.0612244898,183673.46938775512,58.7
IPI00133920,12,4,12,20,23,14,19,15,11,92307.69230769231,30769.23076923077,92307.69230769231,153846.15384615384,176923.07692307694,107692.3076923077,146153.84615384616,115384.61538461539,84615.38461538462,39.33
IPI00755905,21,3,15,2,30,26,131,9,64,69767.44186046511,9966.777408637872,49833.88704318937,6644.518272425249,99667.77408637873,86378.73754152823,435215.94684385386,29900.332225913622,212624.58471760797,122.95
IPI00114368,30,14,16,28,26,32,44,21,47,116279.06976744186,54263.56589147287,62015.50387596899,108527.13178294574,100775.19379844962,124031.00775193798,170542.63565891472,81395.34883720931,182170.5426356589,39.5
IPI00123349,39,18,30,42,82,43,25,39,36,110169.49152542373,50847.457627118645,84745.7627118644,118644.06779661018,231638.41807909604,121468.92655367233,70621.46892655367,110169.49152542373,101694.91525423729,45.83
IPI00317604,5,9,4,36,27,24,59,38,11,23474.17840375587,42253.52112676056,18779.342723004695,169014.08450704225,126760.56338028169,112676.05633802817,276995.30516431923,178403.7558685446,51643.19248826292,78.03
IPI00648142,21,10,22,23,28,34,46,43,62,72664.3598615917,34602.07612456748,76124.56747404844,79584.7750865052,96885.81314878893,117647.05882352941,159169.5501730104,148788.92733564015,214532.87197231836,49.52
IPI00222225,16,5,10,22,68,19,44,7,17,76923.07692307692,24038.46153846154,48076.92307692308,105769.23076923077,326923.07692307694,91346.15384615384,211538.46153846153,33653.84615384615,81730.76923076923,88.1
IPI00331016,26,9,12,13,14,37,24,31,28,134020.61855670103,46391.75257731959,61855.67010309279,67010.30927835051,72164.94845360825,190721.64948453606,123711.34020618557,159793.8144329897,144329.8969072165,45.64
IPI00229483,42,32,33,32,63,58,66,52,44,99526.0663507109,75829.38388625594,78199.05213270143,75829.38388625594,149289.09952606633,137440.75829383888,156398.10426540286,123222.74881516588,104265.40284360189,28.64
IPI00377592,71,64,59,82,141,113,180,75,70,83040.93567251462,74853.80116959065,69005.84795321638,95906.432748538,164912.2807017544,132163.74269005848,210526.31578947368,87719.29824561403,81871.34502923976,43.55
IPI00226882,1,1,3,5,13,9,28,10,5,13333.333333333334,13333.333333333334,40000.0,66666.66666666667,173333.33333333334,120000.0,373333.3333333334,133333.33333333334,66666.66666666667,101.29
IPI00134398,2,3,1,6,5,5,16,8,3,40816.32653061224,61224.489795918365,20408.16326530612,122448.97959183673,102040.81632653062,102040.81632653062,326530.61224489793,163265.30612244896,61224.489795918365,82.71
IPI00330857,3,4,8,3,35,11,44,17,16,21276.59574468085,28368.794326241135,56737.58865248227,21276.59574468085,248226.95035460993,78014.18439716312,312056.73758865247,120567.37588652481,113475.17730496454,93.48
IPI00131143,15,7,3,16,31,26,38,13,51,75000.0,35000.0,15000.0,80000.0,155000.0,130000.0,190000.0,65000.0,255000.0,70.18
IPI00323816,5,37,42,109,88,207,24,44,37,8431.703204047217,62394.60370994941,70826.30691399664,183811.12984822935,148397.97639123103,349072.5126475548,40472.17537942664,74198.98819561551,62394.60370994941,93.62
IPI00112641,6,4,2,6,5,7,9,5,8,115384.61538461539,76923.07692307692,38461.53846153846,115384.61538461539,96153.84615384616,134615.3846153846,173076.92307692306,96153.84615384616,153846.15384615384,36.49
IPI00221759,9,2,5,13,11,11,7,28,8,95744.68085106382,21276.59574468085,53191.48936170213,138297.87234042553,117021.27659574468,117021.27659574468,74468.08510638298,297872.3404255319,85106.3829787234,70.7
IPI00124181,1,3,2,21,19,1,9,2,25,12048.192771084337,36144.57831325301,24096.385542168675,253012.04819277106,228915.6626506024,12048.192771084337,108433.73493975904,24096.385542168675,301204.8192771085,105.8
IPI00420385,31,9,9,11,4,21,7,19,12,252032.52032520322,73170.73170731707,73170.73170731707,89430.89430894308,32520.325203252036,170731.7073170732,56910.56910569105,154471.54471544715,97560.9756097561,61.98
IPI00114945,42,7,19,27,21,40,22,42,34,165354.33070866144,27559.055118110235,74803.14960629922,106299.2125984252,82677.16535433072,157480.3149606299,86614.17322834645,165354.33070866144,133858.26771653545,43.03
IPI00226602,53,3,6,7,2,14,2,33,4,427419.3548387097,24193.548387096773,48387.096774193546,56451.6129032258,16129.032258064515,112903.2258064516,16129.032258064515,266129.0322580645,32258.06451612903,128.4
IPI00224626,65,15,19,22,11,36,17,38,16,271966.5271966527,62761.50627615063,79497.9079497908,92050.20920502092,46025.10460251046,150627.6150627615,71129.70711297072,158995.8158995816,66945.60669456066,64.6
